timestamp,target,compiler,opt,variant,mode,threads,data_len,loop,time_s,data_bytes,throughput_MBps,throughput_MiBps,verify,checksum,binary,cflags
2026-05-16T13:53:10,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,multibuffer_original,cbc_encrypt_multi_buffer,1,1048576,20,0.643925,20971520,32.57,31.06,,391f66a7,multibuffer_original_O1_t1,compiled_on_host
2026-05-16T13:53:11,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,multibuffer_table,cbc_encrypt_multi_buffer,1,1048576,20,0.503131,20971520,41.68,39.75,,391f66a7,multibuffer_table_O1_t1,compiled_on_host
2026-05-16T13:53:11,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,decrypt_parallel_original,cbc_decrypt_parallel,1,1048576,20,0.572325,20971520,36.64,34.95,ok,a983a2ee,decrypt_parallel_original_O1_t1,compiled_on_host
2026-05-16T13:53:12,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,decrypt_parallel_table,cbc_decrypt_parallel,1,1048576,20,0.495223,20971520,42.35,40.39,ok,a983a2ee,decrypt_parallel_table_O1_t1,compiled_on_host
2026-05-16T13:53:14,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,multibuffer_original,cbc_encrypt_multi_buffer,2,1048576,20,1.232449,41943040,34.03,32.46,,cbb2ec24,multibuffer_original_O1_t2,compiled_on_host
2026-05-16T13:53:15,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,multibuffer_table,cbc_encrypt_multi_buffer,2,1048576,20,1.046055,41943040,40.10,38.24,,cbb2ec24,multibuffer_table_O1_t2,compiled_on_host
2026-05-16T13:53:16,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,decrypt_parallel_original,cbc_decrypt_parallel,2,1048576,20,0.614396,20971520,34.13,32.55,ok,a983a2ee,decrypt_parallel_original_O1_t2,compiled_on_host
2026-05-16T13:53:16,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,decrypt_parallel_table,cbc_decrypt_parallel,2,1048576,20,0.532240,20971520,39.40,37.58,ok,a983a2ee,decrypt_parallel_table_O1_t2,compiled_on_host
2026-05-16T13:53:19,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,multibuffer_original,cbc_encrypt_multi_buffer,4,1048576,20,2.641841,83886080,31.75,30.28,,02f72479,multibuffer_original_O1_t4,compiled_on_host
2026-05-16T13:53:22,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,multibuffer_table,cbc_encrypt_multi_buffer,4,1048576,20,2.176265,83886080,38.55,36.76,,02f72479,multibuffer_table_O1_t4,compiled_on_host
2026-05-16T13:53:22,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,decrypt_parallel_original,cbc_decrypt_parallel,4,1048576,20,0.625938,20971520,33.50,31.95,ok,a983a2ee,decrypt_parallel_original_O1_t4,compiled_on_host
2026-05-16T13:53:23,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,decrypt_parallel_table,cbc_decrypt_parallel,4,1048576,20,0.559900,20971520,37.46,35.72,ok,a983a2ee,decrypt_parallel_table_O1_t4,compiled_on_host
2026-05-16T13:53:29,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,multibuffer_original,cbc_encrypt_multi_buffer,8,1048576,20,5.880891,167772160,28.53,27.21,,2f850ac2,multibuffer_original_O1_t8,compiled_on_host
2026-05-16T13:53:34,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,multibuffer_table,cbc_encrypt_multi_buffer,8,1048576,20,4.554204,167772160,36.84,35.13,,2f850ac2,multibuffer_table_O1_t8,compiled_on_host
2026-05-16T13:53:35,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,decrypt_parallel_original,cbc_decrypt_parallel,8,1048576,20,0.710399,20971520,29.52,28.15,ok,a983a2ee,decrypt_parallel_original_O1_t8,compiled_on_host
2026-05-16T13:53:36,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,decrypt_parallel_table,cbc_decrypt_parallel,8,1048576,20,0.746137,20971520,28.11,26.80,ok,a983a2ee,decrypt_parallel_table_O1_t8,compiled_on_host
2026-05-16T13:53:37,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O2,single_original,cbc_encrypt_single,1,1048576,20,0.570173,20971520,36.78,35.08,ok,391f66a7,single_original_O2,compiled_on_host
2026-05-16T13:53:37,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O2,single_table,cbc_encrypt_single,1,1048576,20,0.494367,20971520,42.42,40.46,ok,391f66a7,single_table_O2,compiled_on_host
2026-05-16T13:53:38,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O2,multibuffer_original,cbc_encrypt_multi_buffer,1,1048576,20,0.637349,20971520,32.90,31.38,,391f66a7,multibuffer_original_O2_t1,compiled_on_host
2026-05-16T13:53:39,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O2,multibuffer_table,cbc_encrypt_multi_buffer,1,1048576,20,0.520327,20971520,40.30,38.44,,391f66a7,multibuffer_table_O2_t1,compiled_on_host
2026-05-16T13:53:40,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O2,decrypt_parallel_original,cbc_decrypt_parallel,1,1048576,20,0.576779,20971520,36.36,34.68,ok,a983a2ee,decrypt_parallel_original_O2_t1,compiled_on_host
2026-05-16T13:53:40,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O2,decrypt_parallel_table,cbc_decrypt_parallel,1,1048576,20,0.529192,20971520,39.63,37.79,ok,a983a2ee,decrypt_parallel_table_O2_t1,compiled_on_host
2026-05-16T13:53:42,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O2,multibuffer_original,cbc_encrypt_multi_buffer,2,1048576,20,1.248442,41943040,33.60,32.04,,cbb2ec24,multibuffer_original_O2_t2,compiled_on_host
2026-05-16T13:53:43,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O2,multibuffer_table,cbc_encrypt_multi_buffer,2,1048576,20,1.039233,41943040,40.36,38.49,,cbb2ec24,multibuffer_table_O2_t2,compiled_on_host
2026-05-16T13:53:44,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O2,decrypt_parallel_original,cbc_decrypt_parallel,2,1048576,20,0.591905,20971520,35.43,33.79,ok,a983a2ee,decrypt_parallel_original_O2_t2,compiled_on_host
2026-05-16T13:53:44,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O2,decrypt_parallel_table,cbc_decrypt_parallel,2,1048576,20,0.526224,20971520,39.85,38.01,ok,a983a2ee,decrypt_parallel_table_O2_t2,compiled_on_host
2026-05-16T13:53:47,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O2,multibuffer_original,cbc_encrypt_multi_buffer,4,1048576,20,2.549906,83886080,32.90,31.37,,02f72479,multibuffer_original_O2_t4,compiled_on_host
2026-05-16T13:53:50,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O2,multibuffer_table,cbc_encrypt_multi_buffer,4,1048576,20,2.174856,83886080,38.57,36.78,,02f72479,multibuffer_table_O2_t4,compiled_on_host
2026-05-16T13:53:50,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O2,decrypt_parallel_original,cbc_decrypt_parallel,4,1048576,20,0.632876,20971520,33.14,31.60,ok,a983a2ee,decrypt_parallel_original_O2_t4,compiled_on_host
2026-05-16T13:53:51,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O2,decrypt_parallel_table,cbc_decrypt_parallel,4,1048576,20,0.558103,20971520,37.58,35.84,ok,a983a2ee,decrypt_parallel_table_O2_t4,compiled_on_host
2026-05-16T13:53:57,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O2,multibuffer_original,cbc_encrypt_multi_buffer,8,1048576,20,5.219715,167772160,32.14,30.65,,2f850ac2,multibuffer_original_O2_t8,compiled_on_host
2026-05-16T13:54:01,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O2,multibuffer_table,cbc_encrypt_multi_buffer,8,1048576,20,4.389552,167772160,38.22,36.45,,2f850ac2,multibuffer_table_O2_t8,compiled_on_host
2026-05-16T13:54:02,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O2,decrypt_parallel_original,cbc_decrypt_parallel,8,1048576,20,0.706219,20971520,29.70,28.32,ok,a983a2ee,decrypt_parallel_original_O2_t8,compiled_on_host
2026-05-16T13:54:03,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O2,decrypt_parallel_table,cbc_decrypt_parallel,8,1048576,20,0.647289,20971520,32.40,30.90,ok,a983a2ee,decrypt_parallel_table_O2_t8,compiled_on_host
2026-05-16T13:54:04,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,single_original,cbc_encrypt_single,1,1048576,20,0.621008,20971520,33.77,32.21,ok,391f66a7,single_original_O3,compiled_on_host
2026-05-16T13:54:05,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,single_table,cbc_encrypt_single,1,1048576,20,0.501857,20971520,41.79,39.85,ok,391f66a7,single_table_O3,compiled_on_host
2026-05-16T13:54:05,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,multibuffer_original,cbc_encrypt_multi_buffer,1,1048576,20,0.496449,20971520,42.24,40.29,,391f66a7,multibuffer_original_O3_t1,compiled_on_host
2026-05-16T13:54:06,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,multibuffer_table,cbc_encrypt_multi_buffer,1,1048576,20,0.432668,20971520,48.47,46.22,,391f66a7,multibuffer_table_O3_t1,compiled_on_host
2026-05-16T13:54:07,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,decrypt_parallel_original,cbc_decrypt_parallel,1,1048576,20,0.582445,20971520,36.01,34.34,ok,a983a2ee,decrypt_parallel_original_O3_t1,compiled_on_host
2026-05-16T13:54:07,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,decrypt_parallel_table,cbc_decrypt_parallel,1,1048576,20,0.490555,20971520,42.75,40.77,ok,a983a2ee,decrypt_parallel_table_O3_t1,compiled_on_host
2026-05-16T13:54:08,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,multibuffer_original,cbc_encrypt_multi_buffer,2,1048576,20,1.042953,41943040,40.22,38.35,,cbb2ec24,multibuffer_original_O3_t2,compiled_on_host
2026-05-16T13:54:10,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,multibuffer_table,cbc_encrypt_multi_buffer,2,1048576,20,0.945724,41943040,44.35,42.30,,cbb2ec24,multibuffer_table_O3_t2,compiled_on_host
2026-05-16T13:54:10,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,decrypt_parallel_original,cbc_decrypt_parallel,2,1048576,20,0.603668,20971520,34.74,33.13,ok,a983a2ee,decrypt_parallel_original_O3_t2,compiled_on_host
2026-05-16T13:54:11,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,decrypt_parallel_table,cbc_decrypt_parallel,2,1048576,20,0.525224,20971520,39.93,38.08,ok,a983a2ee,decrypt_parallel_table_O3_t2,compiled_on_host
2026-05-16T13:54:13,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,multibuffer_original,cbc_encrypt_multi_buffer,4,1048576,20,2.114969,83886080,39.66,37.83,,02f72479,multibuffer_original_O3_t4,compiled_on_host
2026-05-16T13:54:16,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,multibuffer_table,cbc_encrypt_multi_buffer,4,1048576,20,1.920457,83886080,43.68,41.66,,02f72479,multibuffer_table_O3_t4,compiled_on_host
2026-05-16T13:54:16,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,decrypt_parallel_original,cbc_decrypt_parallel,4,1048576,20,0.687921,20971520,30.49,29.07,ok,a983a2ee,decrypt_parallel_original_O3_t4,compiled_on_host
2026-05-16T13:54:17,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,decrypt_parallel_table,cbc_decrypt_parallel,4,1048576,20,0.567956,20971520,36.92,35.21,ok,a983a2ee,decrypt_parallel_table_O3_t4,compiled_on_host
2026-05-16T13:54:22,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,multibuffer_original,cbc_encrypt_multi_buffer,8,1048576,20,4.342719,167772160,38.63,36.84,,2f850ac2,multibuffer_original_O3_t8,compiled_on_host
2026-05-16T13:54:26,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,multibuffer_table,cbc_encrypt_multi_buffer,8,1048576,20,3.715149,167772160,45.16,43.07,,2f850ac2,multibuffer_table_O3_t8,compiled_on_host
2026-05-16T13:54:27,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,decrypt_parallel_original,cbc_decrypt_parallel,8,1048576,20,0.887661,20971520,23.63,22.53,ok,a983a2ee,decrypt_parallel_original_O3_t8,compiled_on_host
2026-05-16T13:54:28,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O3,decrypt_parallel_table,cbc_decrypt_parallel,8,1048576,20,0.651938,20971520,32.17,30.68,ok,a983a2ee,decrypt_parallel_table_O3_t8,compiled_on_host
